
Dendrite Position
 ==================== 
Dendrite Position X,Dendrite Position Y,Dendrite Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
42371.1,52487.6,-4.35385,um,Dendrite,Dendrite Position,0,1,1,100000055,510000000884,
42380.6,52448.9,-0.854186,um,Dendrite,Dendrite Position,0,1,1,100000056,510000000918,
42403.3,52458.6,-8.17327,um,Dendrite,Dendrite Position,0,1,1,100000057,510000000926,
42497,52440.6,-4.43559,um,Dendrite,Dendrite Position,0,1,1,100000058,510000000932,
42515.5,52420.1,-7.39524,um,Dendrite,Dendrite Position,0,1,1,100000059,510000000945,
42513.6,52417.9,-7.88603,um,Dendrite,Dendrite Position,0,1,1,100000060,510000000961,
42504.4,52434.8,-5.56206,um,Dendrite,Dendrite Position,0,1,1,100000062,510000000974,
42419.2,52398.6,-2.53845,um,Dendrite,Dendrite Position,0,1,1,100000063,510000001004,
42414.8,52427.9,-6.57656,um,Dendrite,Dendrite Position,0,1,1,100000064,510000001037,
42335.3,52459.9,-9.27857,um,Dendrite,Dendrite Position,0,1,1,100000065,510000001053,
42315.9,52513.8,-7.83998,um,Dendrite,Dendrite Position,1,1,1,100000037,510000000624,
42315.5,52514.1,-7.87311,um,Dendrite,Dendrite Position,1,2,1,100000037,510000000626,
