
Dendrite Length
 ==================== 
Dendrite Length,Unit,Category,Depth,Level,Time,FilamentID,ID,
6.98315,um,Dendrite,0,1,1,100000000,510000000001,
7.04048,um,Dendrite,1,1,1,100000001,510000000036,
2.25074,um,Dendrite,1,2,1,100000001,510000000054,
8.08957,um,Dendrite,0,1,1,100000002,510000000060,
3.40499,um,Dendrite,0,1,1,100000003,510000000082,
3.36743,um,Dendrite,0,1,1,100000004,510000000091,
1.59968,um,Dendrite,0,1,1,100000005,510000000100,
4.93537,um,Dendrite,0,1,1,100000006,510000000105,
2.84575,um,Dendrite,0,1,1,100000007,510000000119,
6.52053,um,Dendrite,0,1,1,100000008,510000000126,
10.1569,um,Dendrite,0,1,1,100000009,510000000143,
2.1879,um,Dendrite,0,1,1,100000010,510000000170,
12.6545,um,Dendrite,0,1,1,100000011,510000000175,
10.2258,um,Dendrite,0,1,1,100000012,510000000209,
1.63916,um,Dendrite,0,1,1,100000013,510000000236,
11.9486,um,Dendrite,0,1,1,100000014,510000000240,
3.394,um,Dendrite,0,1,1,100000015,510000000272,
2.63241,um,Dendrite,0,1,1,100000016,510000000282,
1.82965,um,Dendrite,0,1,1,100000017,510000000289,
1.83924,um,Dendrite,0,1,1,100000018,510000000294,
3.46897,um,Dendrite,0,1,1,100000019,510000000299,
5.20527,um,Dendrite,0,1,1,100000020,510000000308,
2.89501,um,Dendrite,0,1,1,100000021,510000000322,
1.69256,um,Dendrite,0,1,1,100000022,510000000329,
2.2776,um,Dendrite,0,1,1,100000023,510000000336,
17.8123,um,Dendrite,0,1,1,100000024,510000000347,
5.42256,um,Dendrite,0,1,1,100000025,510000000434,
4.29799,um,Dendrite,0,1,1,100000026,510000000460,
5.40487,um,Dendrite,0,1,1,100000027,510000000481,
4.48364,um,Dendrite,0,1,1,100000028,510000000508,
2.16384,um,Dendrite,0,1,1,100000029,510000000530,
2.1747,um,Dendrite,0,1,1,100000030,510000000541,
1.36427,um,Dendrite,0,1,1,100000031,510000000551,
1.43449,um,Dendrite,0,1,1,100000032,510000000558,
2.77335,um,Dendrite,0,1,1,100000033,510000000565,
10.6966,um,Dendrite,0,1,1,100000034,510000000579,
15.8401,um,Dendrite,0,1,1,100000035,510000000651,
4.35352,um,Dendrite,0,1,1,100000036,510000000757,
1.81834,um,Dendrite,0,1,1,100000037,510000000778,
8.12413,um,Dendrite,0,1,1,100000038,510000000787,
7.81416,um,Dendrite,0,1,1,100000039,510000000833,
23.0324,um,Dendrite,0,1,1,100000040,510000000869,
2.70031,um,Dendrite,0,1,1,100000041,510000000983,
3.6545,um,Dendrite,0,1,1,100000042,510000000996,
3.02106,um,Dendrite,0,1,1,100000043,510000001013,
4.48344,um,Dendrite,0,1,1,100000044,510000001027,
4.91967,um,Dendrite,0,1,1,100000045,510000001048,
4.37633,um,Dendrite,0,1,1,100000046,510000001072,
3.02454,um,Dendrite,0,1,1,100000047,510000001094,
2.0163,um,Dendrite,0,1,1,100000048,510000001102,
2.47421,um,Dendrite,0,1,1,100000049,510000001107,
5.59925,um,Dendrite,0,1,1,100000050,510000001114,
5.95607,um,Dendrite,0,1,1,100000051,510000001129,
7.82167,um,Dendrite,0,1,1,100000052,510000001144,
6.38535,um,Dendrite,0,1,1,100000053,510000001165,
3.72895,um,Dendrite,0,1,1,100000054,510000001182,
10.3545,um,Dendrite,0,1,1,100000055,510000001192,
11.2762,um,Dendrite,0,1,1,100000056,510000001222,
3.6384,um,Dendrite,0,1,1,100000057,510000001251,
2.15179,um,Dendrite,0,1,1,100000058,510000001260,
2.71894,um,Dendrite,0,1,1,100000060,510000001267,
3.11107,um,Dendrite,1,1,1,100000061,510000001274,
3.03335,um,Dendrite,1,2,1,100000061,510000001282,
1.73467,um,Dendrite,0,1,1,100000062,510000001289,
3.15323,um,Dendrite,0,1,1,100000063,510000001293,
0.874277,um,Dendrite,0,1,1,100000001,510000001299,
0.743037,um,Dendrite,0,1,1,100000061,510000001300,
