
Dendrite Position Reference Frame
 ==================== 
Dendrite Position X Reference Frame,Dendrite Position Y Reference Frame,Dendrite Position Z Reference Frame,Unit,Category,Collection,Depth,Level,ReferenceFrame,Time,FilamentID,ID,
14.6708,86.7691,4.03435,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000000,510000000001,
17.2137,103.597,7.84336,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000002,510000000060,
17.2681,106.723,1.07345,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000003,510000000082,
13.2431,105.955,8.42056,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000004,510000000091,
8.7501,105.278,7.72861,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000005,510000000100,
39.0707,99.1744,8.28668,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000006,510000000105,
45.4559,94.838,10.4404,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000007,510000000119,
40.2072,109.906,10.5577,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000008,510000000126,
44.3438,109.933,10.3021,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000009,510000000143,
70.618,102.095,9.56432,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000010,510000000170,
77.2648,104.304,8.90532,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000011,510000000175,
61.505,114.538,6.65327,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000012,510000000209,
42.9368,150.45,7.66511,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000013,510000000236,
29.5388,169.145,4.87062,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000014,510000000240,
22.5097,178.431,2.62834,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000015,510000000272,
44.9689,171.867,5.51391,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000016,510000000282,
40.4002,163.824,6.88946,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000017,510000000289,
81.0571,143.543,11.6879,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000018,510000000294,
51.7984,124.582,7.16246,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000019,510000000299,
64.5579,78.9891,5.40432,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000020,510000000308,
30.3157,85.347,2.52001,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000021,510000000322,
38.7349,55.9833,8.94849,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000022,510000000329,
34.6812,54.1164,7.44102,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000023,510000000336,
-31.2005,77.475,1.22779,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000024,510000000347,
-56.326,63.256,1.03525,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000025,510000000434,
-51.7808,64.0981,1.14752,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000026,510000000460,
-62.8543,65.2734,2.87746,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000027,510000000481,
-71.077,49.8138,2.32751,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000028,510000000508,
-69.1098,51.4429,2.84131,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000029,510000000530,
-86.5414,52.1726,3.10819,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000030,510000000541,
-78.5941,58.6924,3.24866,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000031,510000000551,
-85.1928,58.1434,5.31812,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000032,510000000558,
-22.3208,28.697,5.30765,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000033,510000000565,
-19.4573,26.9827,4.65909,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000034,510000000579,
-29.1331,28.2449,2.6818,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000035,510000000651,
-20.8003,14.4867,4.52345,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000036,510000000757,
-12.2793,16.1318,5.24117,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000037,510000000778,
36.7623,3.28068,4.78363,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000038,510000000787,
-22.3519,93.7886,3.45867,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000039,510000000833,
-50.254,147.747,4.89878,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000040,510000000869,
