
Dendrite Position Reference Frame
 ==================== 
Dendrite Position X Reference Frame,Dendrite Position Y Reference Frame,Dendrite Position Z Reference Frame,Unit,Category,Collection,Depth,Level,ReferenceFrame,Time,FilamentID,ID,
-43.0287,155.081,4.98696,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000041,510000000983,
-44.229,140.27,10.2356,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000042,510000000996,
-25.0667,166.086,6.32657,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000043,510000001013,
-19.0071,172.709,6.12311,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000044,510000001027,
-13.6361,177.336,6.31833,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000045,510000001048,
-20.4319,167.064,5.92144,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000046,510000001072,
63.8143,97.1676,10.4601,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000047,510000001094,
70.0247,99.3383,9.96857,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000048,510000001102,
55.6695,104.586,10.2787,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000049,510000001107,
72.5499,95.9484,7.91989,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000050,510000001114,
82.6082,100.017,9.63359,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000051,510000001129,
87.6281,93.4652,3.38346,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000052,510000001144,
39.2059,24.5746,10.8128,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000053,510000001165,
37.6108,26.7318,11.5456,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000054,510000001182,
74.0373,49.1942,4.79157,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000055,510000001192,
50.3203,101.349,1.77821,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000056,510000001222,
50.1399,98.4171,2.36705,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000057,510000001251,
47.3653,97.4033,0.855808,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000058,510000001260,
-54.9297,91.4143,5.96071,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000060,510000001267,
-39.7352,92.9036,2.26712,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000062,510000001289,
-44.0376,92.2088,3.17391,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000063,510000001293,
2.50607,83.3132,3.73417,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000001,510000001299,
-73.1662,88.5967,5.52188,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000061,510000001300,
5.66458,85.6202,3.64776,um,Dendrite,Dendrite Position Reference Frame,1,1,Reference Frame 1,1,100000001,510000000036,
-72.0131,87.5083,4.46928,um,Dendrite,Dendrite Position Reference Frame,1,1,Reference Frame 1,1,100000061,510000001274,
2.97342,84.6295,3.90311,um,Dendrite,Dendrite Position Reference Frame,1,2,Reference Frame 1,1,100000001,510000000054,
-73.4437,87.3168,4.43364,um,Dendrite,Dendrite Position Reference Frame,1,2,Reference Frame 1,1,100000061,510000001282,
