
Dendrite Length
 ==================== 
Dendrite Length,Unit,Category,Depth,Level,Time,FilamentID,ID,
4.30165,um,Dendrite,0,1,6,100000000,510000000001,
4.82428,um,Dendrite,0,1,7,100000001,510000000004,
9.10051,um,Dendrite,0,1,7,100000002,510000000008,
13.597,um,Dendrite,0,1,25,100000003,510000000015,
12.392,um,Dendrite,0,1,26,100000004,510000000032,
5.9379,um,Dendrite,0,1,27,100000005,510000000049,
2.90117,um,Dendrite,0,1,54,100000006,510000000055,
2.81932,um,Dendrite,0,1,55,100000007,510000000061,
2.77796,um,Dendrite,0,1,56,100000008,510000000066,
3.9958,um,Dendrite,0,1,57,100000009,510000000072,
3.59198,um,Dendrite,0,1,58,100000010,510000000077,
3.48573,um,Dendrite,0,1,59,100000011,510000000082,
2.38929,um,Dendrite,0,1,60,100000012,510000000087,
2.3576,um,Dendrite,0,1,61,100000013,510000000093,
2.83507,um,Dendrite,0,1,62,100000014,510000000096,
3.4922,um,Dendrite,0,1,63,100000015,510000000099,
5.45907,um,Dendrite,0,1,64,100000016,510000000102,
3.93691,um,Dendrite,0,1,65,100000017,510000000106,
2.78941,um,Dendrite,0,1,66,100000018,510000000110,
