
Dendrite Straightness
 ==================== 
Dendrite Straightness,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.971711,,Dendrite,0,1,1,100000000,510000000001,
0.933412,,Dendrite,0,1,1,100000002,510000000012,
0.745765,,Dendrite,0,1,1,100000003,510000000034,
0.81417,,Dendrite,0,1,1,100000004,510000000153,
0.88711,,Dendrite,0,1,1,100000005,510000000251,
0.90748,,Dendrite,0,1,1,100000006,510000000280,
0.977539,,Dendrite,0,1,1,100000007,510000000320,
0.903608,,Dendrite,0,1,1,100000008,510000000340,
0.925021,,Dendrite,0,1,1,100000009,510000000411,
0.821296,,Dendrite,0,1,1,100000010,510000000440,
0.872267,,Dendrite,0,1,1,100000011,510000000467,
0.816155,,Dendrite,0,1,1,100000012,510000000500,
0.900898,,Dendrite,0,1,1,100000013,510000000559,
0.897074,,Dendrite,0,1,1,100000014,510000000613,
0.872591,,Dendrite,0,1,1,100000015,510000000647,
0.991758,,Dendrite,0,1,1,100000016,510000000679,
0.927795,,Dendrite,0,1,1,100000017,510000000692,
0.888175,,Dendrite,0,1,1,100000018,510000000711,
