
Dendrite Orientation Angle
 ==================== 
Dendrite Orientation Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
-16.3396,°,Dendrite,0,1,23,100000032,510000000678,
124.439,°,Dendrite,0,1,23,100000033,510000000727,
123.802,°,Dendrite,0,1,23,100000034,510000000733,
-21.93,°,Dendrite,0,1,24,100000035,510000000755,
104.992,°,Dendrite,0,1,24,100000036,510000000819,
131.663,°,Dendrite,0,1,24,100000037,510000000825,
-19.009,°,Dendrite,0,1,25,100000038,510000000854,
176.503,°,Dendrite,0,1,25,100000039,510000000915,
90,°,Dendrite,0,1,25,100000040,510000000932,
129.458,°,Dendrite,0,1,25,100000041,510000000936,
-19.614,°,Dendrite,0,1,26,100000042,510000000964,
174.881,°,Dendrite,0,1,26,100000043,510000001028,
90,°,Dendrite,0,1,26,100000044,510000001052,
156.863,°,Dendrite,0,1,26,100000045,510000001055,
-18.137,°,Dendrite,0,1,27,100000046,510000001086,
166.27,°,Dendrite,0,1,27,100000047,510000001162,
-144.172,°,Dendrite,0,1,27,100000049,510000001186,
107.315,°,Dendrite,0,1,27,100000050,510000001213,
-16.6035,°,Dendrite,0,1,28,100000051,510000001230,
160.946,°,Dendrite,0,1,28,100000052,510000001297,
146.45,°,Dendrite,0,1,28,100000053,510000001343,
65.9928,°,Dendrite,0,1,28,100000054,510000001358,
-151.099,°,Dendrite,0,1,28,100000055,510000001362,
120.797,°,Dendrite,0,1,28,100000056,510000001378,
-16.8308,°,Dendrite,0,1,29,100000057,510000001392,
158.014,°,Dendrite,0,1,29,100000058,510000001457,
130.189,°,Dendrite,0,1,29,100000059,510000001474,
60.4535,°,Dendrite,0,1,29,100000060,510000001487,
156.005,°,Dendrite,0,1,29,100000061,510000001491,
128.991,°,Dendrite,0,1,29,100000062,510000001509,
-21.4732,°,Dendrite,0,1,30,100000063,510000001534,
165.015,°,Dendrite,0,1,30,100000064,510000001598,
110.043,°,Dendrite,0,1,30,100000065,510000001619,
119.24,°,Dendrite,0,1,30,100000066,510000001638,
-23.5296,°,Dendrite,0,1,31,100000067,510000001666,
156.406,°,Dendrite,0,1,31,100000068,510000001728,
140.158,°,Dendrite,0,1,31,100000069,510000001752,
122.066,°,Dendrite,0,1,31,100000070,510000001768,
-32.7688,°,Dendrite,0,1,32,100000071,510000001789,
167.655,°,Dendrite,0,1,32,100000072,510000001844,
162.34,°,Dendrite,0,1,32,100000073,510000001863,
126.325,°,Dendrite,0,1,32,100000074,510000001880,
-169.854,°,Dendrite,0,1,32,100000075,510000001899,
-23.5576,°,Dendrite,0,1,33,100000076,510000001948,
172.199,°,Dendrite,0,1,33,100000077,510000002020,
168.44,°,Dendrite,0,1,33,100000078,510000002058,
127.606,°,Dendrite,0,1,33,100000079,510000002083,
-154.212,°,Dendrite,0,1,33,100000080,510000002101,
-33.4222,°,Dendrite,0,1,34,100000081,510000002135,
-176.552,°,Dendrite,0,1,34,100000082,510000002202,
172.498,°,Dendrite,0,1,34,100000083,510000002266,
97.4314,°,Dendrite,0,1,34,100000084,510000002299,
-151.137,°,Dendrite,0,1,34,100000085,510000002320,
-39.8851,°,Dendrite,0,1,35,100000086,510000002363,
-177.964,°,Dendrite,0,1,35,100000087,510000002410,
144.834,°,Dendrite,0,1,35,100000088,510000002431,
110.737,°,Dendrite,0,1,35,100000089,510000002450,
-144.398,°,Dendrite,0,1,35,100000090,510000002463,
-44.934,°,Dendrite,0,1,36,100000091,510000002496,
168.24,°,Dendrite,0,1,36,100000092,510000002544,
162.766,°,Dendrite,0,1,36,100000093,510000002563,
143.163,°,Dendrite,0,1,36,100000094,510000002600,
-143.29,°,Dendrite,0,1,36,100000095,510000002605,
-32.0457,°,Dendrite,0,1,37,100000096,510000002651,
157.399,°,Dendrite,0,1,37,100000097,510000002710,
163.308,°,Dendrite,0,1,37,100000098,510000002742,
138.705,°,Dendrite,0,1,37,100000099,510000002770,
-27.2324,°,Dendrite,0,1,38,100000100,510000002779,
168.626,°,Dendrite,0,1,38,100000101,510000002862,
164.53,°,Dendrite,0,1,38,100000102,510000002884,
143.91,°,Dendrite,0,1,38,100000103,510000002913,
-30.367,°,Dendrite,0,1,39,100000104,510000002918,
170.046,°,Dendrite,0,1,39,100000105,510000003009,
164.525,°,Dendrite,0,1,39,100000106,510000003029,
129.274,°,Dendrite,0,1,39,100000107,510000003050,
-32.7124,°,Dendrite,0,1,40,100000108,510000003064,
164.368,°,Dendrite,0,1,40,100000109,510000003141,
154.38,°,Dendrite,0,1,40,100000110,510000003168,
130.853,°,Dendrite,0,1,40,100000111,510000003188,
-31.1694,°,Dendrite,0,1,41,100000112,510000003201,
-174.566,°,Dendrite,0,1,41,100000113,510000003298,
140.595,°,Dendrite,0,1,41,100000114,510000003317,
-38.8199,°,Dendrite,0,1,42,100000115,510000003321,
161.075,°,Dendrite,0,1,42,100000116,510000003427,
-175.669,°,Dendrite,0,1,42,100000117,510000003433,
152.241,°,Dendrite,0,1,42,100000118,510000003472,
169.325,°,Dendrite,0,1,42,100000119,510000003477,
-44.4034,°,Dendrite,0,1,43,100000120,510000003494,
170.538,°,Dendrite,0,1,43,100000121,510000003571,
179.175,°,Dendrite,0,1,43,100000122,510000003589,
146.729,°,Dendrite,0,1,43,100000123,510000003618,
173.426,°,Dendrite,0,1,43,100000124,510000003624,
-35.7569,°,Dendrite,0,1,44,100000125,510000003639,
170.304,°,Dendrite,0,1,44,100000126,510000003731,
167.923,°,Dendrite,0,1,44,100000127,510000003741,
-48.7426,°,Dendrite,0,1,45,100000129,510000003773,
160.406,°,Dendrite,0,1,45,100000130,510000003838,
175.97,°,Dendrite,0,1,45,100000131,510000003846,
-48.1385,°,Dendrite,0,1,46,100000132,510000003865,
162.121,°,Dendrite,0,1,46,100000133,510000003946,
-173.297,°,Dendrite,0,1,46,100000134,510000003957,
-37.9289,°,Dendrite,0,1,47,100000135,510000003976,
178.727,°,Dendrite,0,1,47,100000136,510000004046,
-45.8503,°,Dendrite,0,1,48,100000137,510000004070,
102.804,°,Dendrite,0,1,48,100000138,510000004142,
-155.946,°,Dendrite,0,1,48,100000139,510000004147,
-51.241,°,Dendrite,0,1,49,100000140,510000004170,
103.158,°,Dendrite,0,1,49,100000141,510000004251,
-161.652,°,Dendrite,0,1,49,100000142,510000004274,
-47.4401,°,Dendrite,0,1,50,100000143,510000004290,
127.641,°,Dendrite,0,1,50,100000144,510000004389,
-147.657,°,Dendrite,0,1,50,100000145,510000004406,
-54.9705,°,Dendrite,0,1,51,100000146,510000004421,
128.229,°,Dendrite,0,1,51,100000147,510000004487,
-54.499,°,Dendrite,0,1,52,100000148,510000004502,
93.0356,°,Dendrite,0,1,52,100000149,510000004574,
-57.752,°,Dendrite,0,1,53,100000150,510000004588,
164.601,°,Dendrite,0,1,53,100000151,510000004671,
-52.6636,°,Dendrite,0,1,54,100000152,510000004694,
124.756,°,Dendrite,0,1,54,100000153,510000004748,
138.423,°,Dendrite,0,1,54,100000154,510000004751,
-50.0533,°,Dendrite,0,1,55,100000155,510000004767,
141.7,°,Dendrite,0,1,55,100000156,510000004824,
127.582,°,Dendrite,0,1,55,100000157,510000004829,
-53.8027,°,Dendrite,0,1,56,100000158,510000004853,
139.522,°,Dendrite,0,1,56,100000159,510000004910,
179.566,°,Dendrite,0,1,56,100000160,510000004916,
-63.8237,°,Dendrite,0,1,57,100000161,510000004919,
165.6,°,Dendrite,0,1,57,100000162,510000004970,
141.605,°,Dendrite,0,1,57,100000163,510000004994,
177.181,°,Dendrite,0,1,57,100000164,510000004999,
-66.9677,°,Dendrite,0,1,58,100000165,510000005006,
178.108,°,Dendrite,0,1,58,100000166,510000005090,
135.816,°,Dendrite,0,1,58,100000167,510000005127,
-58.1775,°,Dendrite,0,1,59,100000168,510000005134,
178.687,°,Dendrite,0,1,59,100000169,510000005202,
147.96,°,Dendrite,0,1,59,100000170,510000005255,
-53.4089,°,Dendrite,0,1,60,100000171,510000005258,
173.082,°,Dendrite,0,1,60,100000172,510000005332,
129.655,°,Dendrite,0,1,60,100000173,510000005350,
-49.0118,°,Dendrite,0,1,61,100000174,510000005354,
167.527,°,Dendrite,0,1,61,100000175,510000005454,
137.532,°,Dendrite,0,1,61,100000176,510000005473,
-51.4273,°,Dendrite,0,1,62,100000177,510000005477,
139.543,°,Dendrite,0,1,62,100000178,510000005544,
175.539,°,Dendrite,0,1,62,100000179,510000005561,
-56.8414,°,Dendrite,0,1,63,100000180,510000005569,
135.939,°,Dendrite,0,1,63,100000181,510000005642,
172.995,°,Dendrite,0,1,63,100000182,510000005666,
-56.7317,°,Dendrite,0,1,64,100000183,510000005676,
134.278,°,Dendrite,0,1,64,100000184,510000005743,
-161.663,°,Dendrite,0,1,64,100000185,510000005761,
-55.4643,°,Dendrite,0,1,65,100000186,510000005773,
-164.808,°,Dendrite,0,1,65,100000187,510000005826,
-55.2239,°,Dendrite,0,1,66,100000188,510000005879,
-172.569,°,Dendrite,0,1,66,100000189,510000005929,
-56.4658,°,Dendrite,0,1,67,100000190,510000005991,
-176.51,°,Dendrite,0,1,67,100000191,510000006030,
-53.0057,°,Dendrite,0,1,68,100000192,510000006070,
-174.362,°,Dendrite,0,1,68,100000193,510000006123,
-56.4416,°,Dendrite,0,1,69,100000194,510000006151,
-166.015,°,Dendrite,0,1,69,100000195,510000006203,
-48.7001,°,Dendrite,0,1,70,100000196,510000006222,
153.004,°,Dendrite,0,1,70,100000197,510000006266,
-49.1606,°,Dendrite,0,1,71,100000198,510000006271,
-54.691,°,Dendrite,0,1,72,100000199,510000006326,
-58.8286,°,Dendrite,0,1,73,100000200,510000006377,
-53.1814,°,Dendrite,0,1,74,100000201,510000006420,
-51.6681,°,Dendrite,0,1,75,100000202,510000006469,
-47.6465,°,Dendrite,0,1,76,100000203,510000006531,
-52.4222,°,Dendrite,0,1,77,100000204,510000006581,
-49.9564,°,Dendrite,0,1,78,100000205,510000006628,
-43.1676,°,Dendrite,0,1,79,100000206,510000006695,
-45.8476,°,Dendrite,0,1,80,100000207,510000006757,
-38.9052,°,Dendrite,0,1,81,100000208,510000006809,
-35.8615,°,Dendrite,0,1,82,100000209,510000006861,
-38.1717,°,Dendrite,0,1,83,100000210,510000006925,
-39.2668,°,Dendrite,0,1,84,100000211,510000006986,
-41.5464,°,Dendrite,0,1,85,100000212,510000007037,
-51.2663,°,Dendrite,0,1,86,100000213,510000007080,
-38.4463,°,Dendrite,0,1,87,100000214,510000007133,
-35.1638,°,Dendrite,0,1,88,100000215,510000007177,
-32.7192,°,Dendrite,0,1,89,100000216,510000007223,
-39.0486,°,Dendrite,0,1,90,100000217,510000007264,
-41.8641,°,Dendrite,0,1,91,100000218,510000007299,
-26.7651,°,Dendrite,0,1,92,100000219,510000007339,
-30.6397,°,Dendrite,0,1,93,100000220,510000007401,
-30.1059,°,Dendrite,0,1,94,100000221,510000007444,
-40.5422,°,Dendrite,0,1,95,100000222,510000007502,
-38.9418,°,Dendrite,0,1,96,100000223,510000007551,
-39.9395,°,Dendrite,0,1,97,100000224,510000007578,
-29.1862,°,Dendrite,0,1,98,100000225,510000007618,
-30.405,°,Dendrite,0,1,99,100000226,510000007676,
-42.0993,°,Dendrite,0,1,100,100000227,510000007706,
-35.6152,°,Dendrite,0,1,101,100000228,510000007728,
90,°,Dendrite,0,1,27,100000048,510000007748,
162.181,°,Dendrite,0,1,44,100000128,510000007749,
