
Dendrite Length
 ==================== 
Dendrite Length,Unit,Category,Depth,Level,Time,FilamentID,ID,
6.12635,um,Dendrite,0,1,32,100000075,510000001899,
12.8901,um,Dendrite,0,1,33,100000076,510000001948,
7.77103,um,Dendrite,0,1,33,100000077,510000002020,
5.05983,um,Dendrite,0,1,33,100000078,510000002058,
4.00546,um,Dendrite,0,1,33,100000079,510000002083,
8.64517,um,Dendrite,0,1,33,100000080,510000002101,
15.6458,um,Dendrite,0,1,34,100000081,510000002135,
15.0665,um,Dendrite,0,1,34,100000082,510000002202,
5.62763,um,Dendrite,0,1,34,100000083,510000002266,
4.58077,um,Dendrite,0,1,34,100000084,510000002299,
7.72849,um,Dendrite,0,1,34,100000085,510000002320,
11.4883,um,Dendrite,0,1,35,100000086,510000002363,
4.84435,um,Dendrite,0,1,35,100000087,510000002410,
3.98725,um,Dendrite,0,1,35,100000088,510000002431,
3.77036,um,Dendrite,0,1,35,100000089,510000002450,
7.41074,um,Dendrite,0,1,35,100000090,510000002463,
10.3018,um,Dendrite,0,1,36,100000091,510000002496,
3.50109,um,Dendrite,0,1,36,100000092,510000002544,
6.15943,um,Dendrite,0,1,36,100000093,510000002563,
1.34353,um,Dendrite,0,1,36,100000094,510000002600,
8.08381,um,Dendrite,0,1,36,100000095,510000002605,
12.1524,um,Dendrite,0,1,37,100000096,510000002651,
6.63791,um,Dendrite,0,1,37,100000097,510000002710,
4.81586,um,Dendrite,0,1,37,100000098,510000002742,
2.89493,um,Dendrite,0,1,37,100000099,510000002770,
15.0655,um,Dendrite,0,1,38,100000100,510000002779,
4.4922,um,Dendrite,0,1,38,100000101,510000002862,
4.14439,um,Dendrite,0,1,38,100000102,510000002884,
1.32127,um,Dendrite,0,1,38,100000103,510000002913,
15.8024,um,Dendrite,0,1,39,100000104,510000002918,
5.64576,um,Dendrite,0,1,39,100000105,510000003009,
4.27349,um,Dendrite,0,1,39,100000106,510000003029,
3.14981,um,Dendrite,0,1,39,100000107,510000003050,
11.3716,um,Dendrite,0,1,40,100000108,510000003064,
5.55951,um,Dendrite,0,1,40,100000109,510000003141,
2.93149,um,Dendrite,0,1,40,100000110,510000003168,
2.70666,um,Dendrite,0,1,40,100000111,510000003188,
15.0434,um,Dendrite,0,1,41,100000112,510000003201,
5.26111,um,Dendrite,0,1,41,100000113,510000003298,
1.50152,um,Dendrite,0,1,41,100000114,510000003317,
21.3622,um,Dendrite,0,1,42,100000115,510000003321,
1.15798,um,Dendrite,0,1,42,100000116,510000003427,
6.53667,um,Dendrite,0,1,42,100000117,510000003433,
1.0909,um,Dendrite,0,1,42,100000118,510000003472,
3.0546,um,Dendrite,0,1,42,100000119,510000003477,
16.2254,um,Dendrite,0,1,43,100000120,510000003494,
6.1314,um,Dendrite,0,1,43,100000121,510000003571,
4.67288,um,Dendrite,0,1,43,100000122,510000003589,
1.33389,um,Dendrite,0,1,43,100000123,510000003618,
2.9643,um,Dendrite,0,1,43,100000124,510000003624,
15.0197,um,Dendrite,0,1,44,100000125,510000003639,
2.37066,um,Dendrite,0,1,44,100000126,510000003731,
4.68959,um,Dendrite,0,1,44,100000127,510000003741,
14.2197,um,Dendrite,0,1,45,100000129,510000003773,
1.80856,um,Dendrite,0,1,45,100000130,510000003838,
5.46154,um,Dendrite,0,1,45,100000131,510000003846,
15.3492,um,Dendrite,0,1,46,100000132,510000003865,
5.37655,um,Dendrite,0,1,46,100000133,510000003946,
5.74607,um,Dendrite,0,1,46,100000134,510000003957,
13.4764,um,Dendrite,0,1,47,100000135,510000003976,
5.42305,um,Dendrite,0,1,47,100000136,510000004046,
12.9473,um,Dendrite,0,1,48,100000137,510000004070,
0.882336,um,Dendrite,0,1,48,100000138,510000004142,
5.88159,um,Dendrite,0,1,48,100000139,510000004147,
12.6465,um,Dendrite,0,1,49,100000140,510000004170,
3.55763,um,Dendrite,0,1,49,100000141,510000004251,
3.88279,um,Dendrite,0,1,49,100000142,510000004274,
14.9528,um,Dendrite,0,1,50,100000143,510000004290,
2.60991,um,Dendrite,0,1,50,100000144,510000004389,
3.62841,um,Dendrite,0,1,50,100000145,510000004406,
12.1766,um,Dendrite,0,1,51,100000146,510000004421,
1.65928,um,Dendrite,0,1,51,100000147,510000004487,
12.8478,um,Dendrite,0,1,52,100000148,510000004502,
2.15072,um,Dendrite,0,1,52,100000149,510000004574,
13.0562,um,Dendrite,0,1,53,100000150,510000004588,
3.61909,um,Dendrite,0,1,53,100000151,510000004671,
9.78202,um,Dendrite,0,1,54,100000152,510000004694,
0.465942,um,Dendrite,0,1,54,100000153,510000004748,
3.39809,um,Dendrite,0,1,54,100000154,510000004751,
10.7766,um,Dendrite,0,1,55,100000155,510000004767,
0.970992,um,Dendrite,0,1,55,100000156,510000004824,
3.52959,um,Dendrite,0,1,55,100000157,510000004829,
12.3278,um,Dendrite,0,1,56,100000158,510000004853,
1.06534,um,Dendrite,0,1,56,100000159,510000004910,
3.40471,um,Dendrite,0,1,56,100000160,510000004916,
9.82142,um,Dendrite,0,1,57,100000161,510000004919,
2.98113,um,Dendrite,0,1,57,100000162,510000004970,
3.74097,um,Dendrite,0,1,57,100000163,510000004994,
4.07614,um,Dendrite,0,1,57,100000164,510000004999,
13.4127,um,Dendrite,0,1,58,100000165,510000005006,
4.63818,um,Dendrite,0,1,58,100000166,510000005090,
5.38007,um,Dendrite,0,1,58,100000167,510000005127,
13.8833,um,Dendrite,0,1,59,100000168,510000005134,
6.16168,um,Dendrite,0,1,59,100000169,510000005202,
0.689937,um,Dendrite,0,1,59,100000170,510000005255,
14.3528,um,Dendrite,0,1,60,100000171,510000005258,
2.93465,um,Dendrite,0,1,60,100000172,510000005332,
2.4301,um,Dendrite,0,1,60,100000173,510000005350,
14.5151,um,Dendrite,0,1,61,100000174,510000005354,
2.29946,um,Dendrite,0,1,61,100000175,510000005454,
2.23329,um,Dendrite,0,1,61,100000176,510000005473,
13.7836,um,Dendrite,0,1,62,100000177,510000005477,
2.09436,um,Dendrite,0,1,62,100000178,510000005544,
2.10394,um,Dendrite,0,1,62,100000179,510000005561,
10.9606,um,Dendrite,0,1,63,100000180,510000005569,
3.8464,um,Dendrite,0,1,63,100000181,510000005642,
3.54682,um,Dendrite,0,1,63,100000182,510000005666,
12.7944,um,Dendrite,0,1,64,100000183,510000005676,
2.68359,um,Dendrite,0,1,64,100000184,510000005743,
4.3552,um,Dendrite,0,1,64,100000185,510000005761,
10.6427,um,Dendrite,0,1,65,100000186,510000005773,
7.17109,um,Dendrite,0,1,65,100000187,510000005826,
11.0785,um,Dendrite,0,1,66,100000188,510000005879,
8.13484,um,Dendrite,0,1,66,100000189,510000005929,
10.3579,um,Dendrite,0,1,67,100000190,510000005991,
4.47351,um,Dendrite,0,1,67,100000191,510000006030,
9.5457,um,Dendrite,0,1,68,100000192,510000006070,
3.35588,um,Dendrite,0,1,68,100000193,510000006123,
9.9642,um,Dendrite,0,1,69,100000194,510000006151,
2.69065,um,Dendrite,0,1,69,100000195,510000006203,
10.2057,um,Dendrite,0,1,70,100000196,510000006222,
0.929942,um,Dendrite,0,1,70,100000197,510000006266,
10.5374,um,Dendrite,0,1,71,100000198,510000006271,
9.85871,um,Dendrite,0,1,72,100000199,510000006326,
8.52351,um,Dendrite,0,1,73,100000200,510000006377,
8.59755,um,Dendrite,0,1,74,100000201,510000006420,
9.36419,um,Dendrite,0,1,75,100000202,510000006469,
9.69934,um,Dendrite,0,1,76,100000203,510000006531,
9.00236,um,Dendrite,0,1,77,100000204,510000006581,
9.62902,um,Dendrite,0,1,78,100000205,510000006628,
11.4754,um,Dendrite,0,1,79,100000206,510000006695,
8.51938,um,Dendrite,0,1,80,100000207,510000006757,
9.09143,um,Dendrite,0,1,81,100000208,510000006809,
10.8331,um,Dendrite,0,1,82,100000209,510000006861,
8.48362,um,Dendrite,0,1,83,100000210,510000006925,
8.10839,um,Dendrite,0,1,84,100000211,510000006986,
8.34922,um,Dendrite,0,1,85,100000212,510000007037,
7.66226,um,Dendrite,0,1,86,100000213,510000007080,
8.7605,um,Dendrite,0,1,87,100000214,510000007133,
7.80601,um,Dendrite,0,1,88,100000215,510000007177,
8.12405,um,Dendrite,0,1,89,100000216,510000007223,
7.63677,um,Dendrite,0,1,90,100000217,510000007264,
6.89316,um,Dendrite,0,1,91,100000218,510000007299,
9.60171,um,Dendrite,0,1,92,100000219,510000007339,
7.3838,um,Dendrite,0,1,93,100000220,510000007401,
13.8614,um,Dendrite,0,1,94,100000221,510000007444,
7.91088,um,Dendrite,0,1,95,100000222,510000007502,
6.85457,um,Dendrite,0,1,96,100000223,510000007551,
7.8637,um,Dendrite,0,1,97,100000224,510000007578,
8.79984,um,Dendrite,0,1,98,100000225,510000007618,
5.05619,um,Dendrite,0,1,99,100000226,510000007676,
4.8838,um,Dendrite,0,1,100,100000227,510000007706,
4.6292,um,Dendrite,0,1,101,100000228,510000007728,
3.00102,um,Dendrite,0,1,27,100000048,510000007748,
0.229773,um,Dendrite,0,1,44,100000128,510000007749,
