
Dendrite Orientation Angle
 ==================== 
Dendrite Orientation Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
36.6784,°,Dendrite,0,1,1,100000000,510000000001,
93.3045,°,Dendrite,0,1,1,100000001,510000000050,
-73.8715,°,Dendrite,0,1,1,100000002,510000000061,
133.246,°,Dendrite,0,1,1,100000003,510000000077,
78.1595,°,Dendrite,0,1,1,100000004,510000000095,
-149.753,°,Dendrite,0,1,1,100000005,510000000113,
-39.6818,°,Dendrite,0,1,1,100000006,510000000175,
