
Dendrite Length
 ==================== 
Dendrite Length,Unit,Category,Depth,Level,Time,FilamentID,ID,
5.10039,um,Dendrite,0,1,1,100000000,510000000001,
1.46594,um,Dendrite,0,1,1,100000001,510000000050,
2.04541,um,Dendrite,0,1,1,100000002,510000000061,
1.82381,um,Dendrite,0,1,1,100000003,510000000077,
1.99868,um,Dendrite,0,1,1,100000004,510000000095,
6.43983,um,Dendrite,0,1,1,100000005,510000000113,
3.2094,um,Dendrite,0,1,1,100000006,510000000175,
