
Dendrite Length
 ==================== 
Dendrite Length,Unit,Category,Depth,Level,Time,FilamentID,ID,
2.31447,um,Dendrite,0,1,1,100000000,510000000001,
2.44311,um,Dendrite,0,1,1,100000002,510000000012,
13.5238,um,Dendrite,0,1,1,100000003,510000000034,
10.815,um,Dendrite,0,1,1,100000004,510000000153,
3.15659,um,Dendrite,0,1,1,100000005,510000000251,
5.82793,um,Dendrite,0,1,1,100000006,510000000280,
2.15636,um,Dendrite,0,1,1,100000007,510000000320,
8.03904,um,Dendrite,0,1,1,100000008,510000000340,
3.49976,um,Dendrite,0,1,1,100000009,510000000411,
3.34058,um,Dendrite,0,1,1,100000010,510000000440,
3.97569,um,Dendrite,0,1,1,100000011,510000000467,
6.60276,um,Dendrite,0,1,1,100000012,510000000500,
5.88126,um,Dendrite,0,1,1,100000013,510000000559,
4.1211,um,Dendrite,0,1,1,100000014,510000000613,
7.32091,um,Dendrite,0,1,1,100000015,510000000647,
2.99146,um,Dendrite,0,1,1,100000016,510000000679,
2.13194,um,Dendrite,0,1,1,100000017,510000000692,
5.13439,um,Dendrite,0,1,1,100000018,510000000711,
