
Dendrite Position Reference Frame
 ==================== 
Dendrite Position X Reference Frame,Dendrite Position Y Reference Frame,Dendrite Position Z Reference Frame,Unit,Category,Collection,Depth,Level,ReferenceFrame,Time,FilamentID,ID,
58.4682,34.9303,7.10103,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000000,510000000001,
16.9855,107.291,2.62121,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000001,510000000021,
15.3096,106.907,2.14356,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000002,510000000039,
24.9804,96.4329,1.22095,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000004,510000000097,
7.69488,108.465,2.91726,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000005,510000000173,
15.3714,47.3924,5.16271,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000006,510000000187,
10.9412,48.9595,1.4655,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000007,510000000233,
24.2871,123.445,6.51911,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000008,510000000241,
35.5907,85.4471,4.30545,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000009,510000000256,
29.4227,85.5493,4.59997,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000010,510000000281,
39.92,85.0601,4.58411,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000011,510000000297,
48.7442,85.3819,6.49052,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000012,510000000326,
46.0874,58.5283,5.23417,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000013,510000000354,
-10.0535,93.8052,5.41547,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000014,510000000382,
-5.08427,95.9296,5.51883,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000015,510000000453,
-8.28862,90.0229,8.50264,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000016,510000000483,
35.2977,109.485,1.81415,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000017,510000000510,
35.8862,105.108,0.453628,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000017,510000000573,
17.4731,77.0695,2.02348,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000018,510000000644,
67.5176,20.9606,5.68274,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000019,510000000672,
66.5869,57.9471,2.27212,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000020,510000000694,
47.6356,70.0519,5.46203,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000021,510000000717,
68.6703,66.3373,4.32851,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000022,510000000730,
14.3794,74.6091,4.0708,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000023,510000000737,
25.0161,67.8389,6.87209,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000024,510000000751,
19.1228,131.153,3.33226,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000025,510000000764,
16.7036,116.955,3.36752,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000026,510000000808,
28.1412,85.4996,2.36567,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000027,510000000816,
6.59941,45.4422,4.54556,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000028,510000000836,
90.6649,20.5666,4.90867,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000029,510000000874,
84.7996,65.5624,1.37216,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000030,510000000899,
90.8041,46.968,0.503954,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000031,510000000934,
87.4523,48.1249,0.479835,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000032,510000000958,
1.13097,121.703,5.55675,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000033,510000000971,
29.4888,130.693,2.73717,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000034,510000000980,
16.0115,90.8597,7.25697,um,Dendrite,Dendrite Position Reference Frame,0,1,Reference Frame 1,1,100000035,510000000988,
