
Dendrite Position
 ==================== 
Dendrite Position X,Dendrite Position Y,Dendrite Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
30.2337,34.8246,7.10103,um,Dendrite,Dendrite Position,0,1,1,100000000,510000000001,
105.626,70.5003,2.62121,um,Dendrite,Dendrite Position,0,1,1,100000001,510000000021,
105.375,72.2011,2.14356,um,Dendrite,Dendrite Position,0,1,1,100000002,510000000039,
94.1745,63.3822,1.22095,um,Dendrite,Dendrite Position,0,1,1,100000004,510000000097,
107.526,79.67,2.91726,um,Dendrite,Dendrite Position,0,1,1,100000005,510000000173,
46.0396,76.8102,5.16271,um,Dendrite,Dendrite Position,0,1,1,100000006,510000000187,
47.9495,81.1037,1.4655,um,Dendrite,Dendrite Position,0,1,1,100000007,510000000233,
121.158,61.9533,6.51911,um,Dendrite,Dendrite Position,0,1,1,100000008,510000000241,
82.3899,53.6668,4.30545,um,Dendrite,Dendrite Position,0,1,1,100000009,510000000256,
82.9758,59.8077,4.59997,um,Dendrite,Dendrite Position,0,1,1,100000010,510000000281,
81.6643,49.3813,4.58411,um,Dendrite,Dendrite Position,0,1,1,100000011,510000000297,
81.2925,40.5591,6.49052,um,Dendrite,Dendrite Position,0,1,1,100000012,510000000326,
54.7304,45.3152,5.23417,um,Dendrite,Dendrite Position,0,1,1,100000013,510000000354,
94.3043,98.5141,5.41547,um,Dendrite,Dendrite Position,0,1,1,100000014,510000000382,
96.0322,93.3934,5.51883,um,Dendrite,Dendrite Position,0,1,1,100000015,510000000453,
90.3952,97.0515,8.50264,um,Dendrite,Dendrite Position,0,1,1,100000016,510000000483,
106.376,52.0725,1.81415,um,Dendrite,Dendrite Position,0,1,1,100000017,510000000510,
101.966,51.8293,0.453628,um,Dendrite,Dendrite Position,0,1,1,100000017,510000000573,
75.4601,72.3859,2.02348,um,Dendrite,Dendrite Position,0,1,1,100000018,510000000644,
15.597,26.8996,5.68274,um,Dendrite,Dendrite Position,0,1,1,100000019,510000000672,
52.5422,24.9247,2.27212,um,Dendrite,Dendrite Position,0,1,1,100000020,510000000694,
66.0969,42.8674,5.46203,um,Dendrite,Dendrite Position,0,1,1,100000021,510000000717,
60.743,22.1892,4.32851,um,Dendrite,Dendrite Position,0,1,1,100000022,510000000730,
73.25,75.6632,4.0708,um,Dendrite,Dendrite Position,0,1,1,100000023,510000000737,
65.6659,65.5907,6.87209,um,Dendrite,Dendrite Position,0,1,1,100000024,510000000751,
129.247,66.4968,3.33226,um,Dendrite,Dendrite Position,0,1,1,100000025,510000000764,
115.283,70.0228,3.36752,um,Dendrite,Dendrite Position,0,1,1,100000026,510000000808,
83.0269,61.0892,2.36567,um,Dendrite,Dendrite Position,0,1,1,100000027,510000000816,
44.7839,85.7082,4.54556,um,Dendrite,Dendrite Position,0,1,1,100000028,510000000836,
13.3876,3.85471,4.90867,um,Dendrite,Dendrite Position,0,1,1,100000029,510000000874,
58.7047,6.17061,1.37216,um,Dendrite,Dendrite Position,0,1,1,100000030,510000000899,
39.6965,1.64392,0.503954,um,Dendrite,Dendrite Position,0,1,1,100000031,510000000934,
41.1128,4.89456,0.479835,um,Dendrite,Dendrite Position,0,1,1,100000032,510000000958,
121.238,85.1747,5.55675,um,Dendrite,Dendrite Position,0,1,1,100000033,510000000971,
127.974,56.199,2.73717,um,Dendrite,Dendrite Position,0,1,1,100000034,510000000980,
89.3223,72.7607,7.25697,um,Dendrite,Dendrite Position,0,1,1,100000035,510000000988,
129.6,28.1764,0.446691,um,Dendrite,Dendrite Position,0,1,1,100000036,510000001053,
105.047,7.77221,0.445746,um,Dendrite,Dendrite Position,0,1,1,100000037,510000001108,
97.0412,93.1456,4.21061,um,Dendrite,Dendrite Position,0,1,1,100000038,510000001153,
89.3212,88.5989,3.78634,um,Dendrite,Dendrite Position,0,1,1,100000039,510000001182,
56.2712,32.2118,5.03932,um,Dendrite,Dendrite Position,0,1,1,100000040,510000001207,
56.7301,35.0036,5.45206,um,Dendrite,Dendrite Position,0,1,1,100000041,510000001219,
42.1135,22.4589,7.98279,um,Dendrite,Dendrite Position,0,1,1,100000042,510000001238,
100.883,68.5646,2.17703,um,Dendrite,Dendrite Position,1,1,1,100000003,510000000051,
102.156,67.9679,2.23065,um,Dendrite,Dendrite Position,1,1,1,100000003,510000000075,
101.733,66.5795,2.22983,um,Dendrite,Dendrite Position,1,1,1,100000003,510000000087,
