
Dendrite Length
 ==================== 
Dendrite Length,Unit,Category,Depth,Level,Time,FilamentID,ID,
3.45394,um,Dendrite,0,1,1,100000000,510000000001,
3.6088,um,Dendrite,0,1,1,100000001,510000000022,
4.33856,um,Dendrite,0,1,2,100000002,510000000038,
2.68929,um,Dendrite,0,1,2,100000003,510000000065,
5.22044,um,Dendrite,0,1,3,100000004,510000000070,
3.03955,um,Dendrite,0,1,3,100000005,510000000096,
4.59467,um,Dendrite,0,1,4,100000006,510000000101,
3.80086,um,Dendrite,0,1,4,100000007,510000000127,
6.24701,um,Dendrite,0,1,5,100000008,510000000131,
1.75921,um,Dendrite,0,1,5,100000009,510000000162,
5.25272,um,Dendrite,0,1,6,100000010,510000000166,
3.52997,um,Dendrite,0,1,6,100000011,510000000190,
7.62903,um,Dendrite,0,1,7,100000012,510000000204,
5.3898,um,Dendrite,0,1,7,100000013,510000000234,
2.64744,um,Dendrite,0,1,10,100000014,510000000269,
4.0728,um,Dendrite,0,1,10,100000015,510000000286,
4.33157,um,Dendrite,0,1,11,100000016,510000000303,
3.95822,um,Dendrite,0,1,11,100000017,510000000315,
7.57567,um,Dendrite,0,1,11,100000018,510000000326,
6.43821,um,Dendrite,0,1,12,100000019,510000000357,
3.27879,um,Dendrite,0,1,12,100000020,510000000370,
5.14541,um,Dendrite,0,1,13,100000021,510000000380,
3.90191,um,Dendrite,0,1,13,100000022,510000000391,
3.25577,um,Dendrite,0,1,14,100000023,510000000405,
4.83262,um,Dendrite,0,1,14,100000024,510000000419,
4.20475,um,Dendrite,0,1,15,100000025,510000000449,
5.59084,um,Dendrite,0,1,15,100000026,510000000462,
3.62627,um,Dendrite,0,1,16,100000027,510000000495,
8.61076,um,Dendrite,0,1,16,100000028,510000000510,
4.44824,um,Dendrite,0,1,17,100000029,510000000520,
3.7177,um,Dendrite,0,1,17,100000030,510000000541,
8.00107,um,Dendrite,0,1,18,100000031,510000000548,
3.78326,um,Dendrite,0,1,18,100000032,510000000583,
5.52777,um,Dendrite,0,1,19,100000033,510000000592,
4.8267,um,Dendrite,0,1,19,100000034,510000000603,
3.79334,um,Dendrite,0,1,19,100000035,510000000625,
8.24841,um,Dendrite,0,1,20,100000036,510000000644,
4.17342,um,Dendrite,0,1,20,100000037,510000000682,
6.63582,um,Dendrite,0,1,21,100000038,510000000705,
5.90127,um,Dendrite,0,1,21,100000039,510000000734,
4.58949,um,Dendrite,0,1,22,100000040,510000000752,
3.74583,um,Dendrite,0,1,22,100000041,510000000771,
4.06051,um,Dendrite,0,1,23,100000042,510000000791,
3.55751,um,Dendrite,0,1,24,100000043,510000000807,
3.23241,um,Dendrite,0,1,25,100000044,510000000812,
3.13773,um,Dendrite,0,1,26,100000045,510000000817,
3.86807,um,Dendrite,0,1,27,100000046,510000000833,
4.10336,um,Dendrite,0,1,28,100000047,510000000856,
4.95823,um,Dendrite,0,1,29,100000048,510000000879,
4.53883,um,Dendrite,0,1,29,100000049,510000000902,
5.34787,um,Dendrite,0,1,30,100000050,510000000919,
2.13422,um,Dendrite,0,1,30,100000051,510000000938,
3.41899,um,Dendrite,0,1,30,100000052,510000000949,
3.69794,um,Dendrite,0,1,31,100000053,510000000966,
4.41745,um,Dendrite,0,1,31,100000054,510000000978,
8.26951,um,Dendrite,0,1,32,100000055,510000000999,
3.09824,um,Dendrite,0,1,32,100000056,510000001046,
4.20494,um,Dendrite,0,1,33,100000057,510000001052,
5.00964,um,Dendrite,0,1,33,100000058,510000001069,
4.30172,um,Dendrite,0,1,34,100000059,510000001074,
4.62525,um,Dendrite,0,1,35,100000060,510000001078,
2.18565,um,Dendrite,0,1,35,100000061,510000001092,
3.13623,um,Dendrite,0,1,36,100000062,510000001096,
3.93287,um,Dendrite,0,1,43,100000063,510000001099,
6.51788,um,Dendrite,0,1,44,100000064,510000001116,
3.4638,um,Dendrite,0,1,44,100000065,510000001164,
4.10934,um,Dendrite,0,1,45,100000066,510000001181,
4.48155,um,Dendrite,0,1,46,100000067,510000001199,
3.73464,um,Dendrite,0,1,47,100000068,510000001221,
3.88116,um,Dendrite,0,1,48,100000069,510000001240,
3.82473,um,Dendrite,0,1,49,100000070,510000001258,
5.14061,um,Dendrite,0,1,50,100000071,510000001275,
9.77329,um,Dendrite,0,1,51,100000072,510000001298,
5.94581,um,Dendrite,0,1,52,100000073,510000001352,
3.28369,um,Dendrite,0,1,55,100000074,510000001380,
1.80706,um,Dendrite,0,1,56,100000075,510000001397,
1.72355,um,Dendrite,0,1,57,100000076,510000001408,
2.17583,um,Dendrite,0,1,58,100000077,510000001415,
2.89919,um,Dendrite,0,1,59,100000078,510000001423,
3.4587,um,Dendrite,0,1,60,100000079,510000001429,
3.76889,um,Dendrite,0,1,61,100000080,510000001437,
10.3879,um,Dendrite,0,1,63,100000081,510000001454,
4.64682,um,Dendrite,0,1,64,100000082,510000001497,
