
Dendrite Length
 ==================== 
Dendrite Length,Unit,Category,Depth,Level,Time,FilamentID,ID,
3.84906,um,Dendrite,0,1,65,100000083,510000001502,
4.2803,um,Dendrite,0,1,66,100000084,510000001505,
5.01418,um,Dendrite,0,1,68,100000085,510000001509,
8.28545,um,Dendrite,0,1,68,100000086,510000001534,
16.6255,um,Dendrite,0,1,69,100000087,510000001567,
11.6458,um,Dendrite,0,1,69,100000088,510000001629,
8.97818,um,Dendrite,0,1,69,100000089,510000001709,
3.69476,um,Dendrite,0,1,69,100000090,510000001759,
6.00652,um,Dendrite,0,1,70,100000091,510000001775,
4.8116,um,Dendrite,0,1,70,100000092,510000001800,
5.64213,um,Dendrite,0,1,71,100000093,510000001817,
4.62229,um,Dendrite,0,1,71,100000094,510000001850,
6.40249,um,Dendrite,0,1,71,100000095,510000001868,
7.76781,um,Dendrite,0,1,72,100000096,510000001884,
7.50489,um,Dendrite,0,1,73,100000097,510000001916,
9.0367,um,Dendrite,0,1,73,100000098,510000001950,
5.90072,um,Dendrite,0,1,74,100000099,510000001995,
11.3435,um,Dendrite,0,1,74,100000100,510000002020,
12.4483,um,Dendrite,0,1,75,100000101,510000002073,
9.89816,um,Dendrite,0,1,76,100000102,510000002126,
14.0867,um,Dendrite,0,1,77,100000103,510000002169,
14.2126,um,Dendrite,0,1,78,100000104,510000002216,
14.6633,um,Dendrite,0,1,79,100000105,510000002262,
12.4328,um,Dendrite,0,1,80,100000106,510000002300,
10.0452,um,Dendrite,0,1,81,100000107,510000002339,
9.8294,um,Dendrite,0,1,84,100000108,510000002373,
3.29557,um,Dendrite,0,1,85,100000109,510000002404,
4.45824,um,Dendrite,0,1,85,100000110,510000002425,
6.02281,um,Dendrite,0,1,93,100000111,510000002448,
6.44942,um,Dendrite,0,1,94,100000112,510000002475,
4.11372,um,Dendrite,0,1,95,100000113,510000002501,
5.63229,um,Dendrite,0,1,97,100000114,510000002525,
8.95508,um,Dendrite,0,1,98,100000115,510000002550,
9.54726,um,Dendrite,0,1,99,100000116,510000002591,
11.7081,um,Dendrite,0,1,100,100000117,510000002636,
11.8802,um,Dendrite,0,1,101,100000118,510000002691,
11.5696,um,Dendrite,0,1,102,100000119,510000002747,
10.8796,um,Dendrite,0,1,103,100000120,510000002803,
8.22407,um,Dendrite,0,1,104,100000121,510000002855,
9.04618,um,Dendrite,0,1,105,100000122,510000002893,
7.97418,um,Dendrite,0,1,106,100000123,510000002936,
7.73698,um,Dendrite,0,1,107,100000124,510000002973,
2.02106,um,Dendrite,0,1,125,100000125,510000003010,
4.17335,um,Dendrite,0,1,126,100000126,510000003014,
