
Dendrite Orientation Angle
 ==================== 
Dendrite Orientation Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
114.987,°,Dendrite,0,1,1,100000000,510000000001,
-100.829,°,Dendrite,0,1,1,100000001,510000000022,
151.125,°,Dendrite,0,1,2,100000002,510000000038,
102.424,°,Dendrite,0,1,2,100000003,510000000065,
138.67,°,Dendrite,0,1,3,100000004,510000000070,
66.1495,°,Dendrite,0,1,3,100000005,510000000096,
156.565,°,Dendrite,0,1,4,100000006,510000000101,
67.4014,°,Dendrite,0,1,4,100000007,510000000127,
140.099,°,Dendrite,0,1,5,100000008,510000000131,
83.1623,°,Dendrite,0,1,5,100000009,510000000162,
-157.871,°,Dendrite,0,1,6,100000010,510000000166,
138.215,°,Dendrite,0,1,6,100000011,510000000190,
-151.491,°,Dendrite,0,1,7,100000012,510000000204,
132.377,°,Dendrite,0,1,7,100000013,510000000234,
-27.8544,°,Dendrite,0,1,10,100000014,510000000269,
131.272,°,Dendrite,0,1,10,100000015,510000000286,
141.525,°,Dendrite,0,1,11,100000016,510000000303,
-57.6982,°,Dendrite,0,1,11,100000017,510000000315,
113.199,°,Dendrite,0,1,11,100000018,510000000326,
135.18,°,Dendrite,0,1,12,100000019,510000000357,
-31.4929,°,Dendrite,0,1,12,100000020,510000000370,
129.832,°,Dendrite,0,1,13,100000021,510000000380,
-33.8981,°,Dendrite,0,1,13,100000022,510000000391,
153.715,°,Dendrite,0,1,14,100000023,510000000405,
-26.0705,°,Dendrite,0,1,14,100000024,510000000419,
170.47,°,Dendrite,0,1,15,100000025,510000000449,
-7.9681,°,Dendrite,0,1,15,100000026,510000000462,
162.626,°,Dendrite,0,1,16,100000027,510000000495,
90,°,Dendrite,0,1,16,100000028,510000000510,
174.535,°,Dendrite,0,1,17,100000029,510000000520,
-45.7496,°,Dendrite,0,1,17,100000030,510000000541,
-170.173,°,Dendrite,0,1,18,100000031,510000000548,
-60.5696,°,Dendrite,0,1,18,100000032,510000000583,
-177.226,°,Dendrite,0,1,19,100000033,510000000592,
122.237,°,Dendrite,0,1,19,100000034,510000000603,
-63.7334,°,Dendrite,0,1,19,100000035,510000000625,
178.449,°,Dendrite,0,1,20,100000036,510000000644,
-71.9932,°,Dendrite,0,1,20,100000037,510000000682,
169.972,°,Dendrite,0,1,21,100000038,510000000705,
-87.7741,°,Dendrite,0,1,21,100000039,510000000734,
164.805,°,Dendrite,0,1,22,100000040,510000000752,
-26.5008,°,Dendrite,0,1,22,100000041,510000000771,
-176.445,°,Dendrite,0,1,23,100000042,510000000791,
141.234,°,Dendrite,0,1,24,100000043,510000000807,
150.555,°,Dendrite,0,1,25,100000044,510000000812,
120.847,°,Dendrite,0,1,26,100000045,510000000817,
77.953,°,Dendrite,0,1,27,100000046,510000000833,
144.86,°,Dendrite,0,1,28,100000047,510000000856,
0.453519,°,Dendrite,0,1,29,100000048,510000000879,
86.5544,°,Dendrite,0,1,29,100000049,510000000902,
10.0873,°,Dendrite,0,1,30,100000050,510000000919,
1.04543,°,Dendrite,0,1,30,100000051,510000000938,
41.9552,°,Dendrite,0,1,30,100000052,510000000949,
-6.40208,°,Dendrite,0,1,31,100000053,510000000966,
73.8231,°,Dendrite,0,1,31,100000054,510000000978,
35.4899,°,Dendrite,0,1,32,100000055,510000000999,
165.9,°,Dendrite,0,1,32,100000056,510000001046,
-26.0056,°,Dendrite,0,1,33,100000057,510000001052,
123.44,°,Dendrite,0,1,33,100000058,510000001069,
148.65,°,Dendrite,0,1,34,100000059,510000001074,
164.247,°,Dendrite,0,1,35,100000060,510000001078,
78.2749,°,Dendrite,0,1,35,100000061,510000001092,
-141.234,°,Dendrite,0,1,36,100000062,510000001096,
