
Dendrite Orientation Angle
 ==================== 
Dendrite Orientation Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
77.185,°,Dendrite,0,1,1,100000000,510000000001,
-61.4087,°,Dendrite,1,1,1,100000001,510000000036,
2.28193,°,Dendrite,1,2,1,100000001,510000000054,
113.344,°,Dendrite,0,1,1,100000002,510000000060,
81.0232,°,Dendrite,0,1,1,100000003,510000000082,
-85.9422,°,Dendrite,0,1,1,100000004,510000000091,
179.554,°,Dendrite,0,1,1,100000005,510000000100,
17.4472,°,Dendrite,0,1,1,100000006,510000000105,
-178.87,°,Dendrite,0,1,1,100000007,510000000119,
-46.9312,°,Dendrite,0,1,1,100000008,510000000126,
-62.5093,°,Dendrite,0,1,1,100000009,510000000143,
3.37885,°,Dendrite,0,1,1,100000010,510000000170,
-39.728,°,Dendrite,0,1,1,100000011,510000000175,
123.41,°,Dendrite,0,1,1,100000012,510000000209,
151.813,°,Dendrite,0,1,1,100000013,510000000236,
110.256,°,Dendrite,0,1,1,100000014,510000000240,
-45.9548,°,Dendrite,0,1,1,100000015,510000000272,
-20.6182,°,Dendrite,0,1,1,100000016,510000000282,
-19.2593,°,Dendrite,0,1,1,100000017,510000000289,
22.6684,°,Dendrite,0,1,1,100000018,510000000294,
-31.5763,°,Dendrite,0,1,1,100000019,510000000299,
-67.3426,°,Dendrite,0,1,1,100000020,510000000308,
-74.8921,°,Dendrite,0,1,1,100000021,510000000322,
-17.481,°,Dendrite,0,1,1,100000022,510000000329,
140.667,°,Dendrite,0,1,1,100000023,510000000336,
-96.1717,°,Dendrite,0,1,1,100000024,510000000347,
158.928,°,Dendrite,0,1,1,100000025,510000000434,
121.272,°,Dendrite,0,1,1,100000026,510000000460,
-62.193,°,Dendrite,0,1,1,100000027,510000000481,
-105.644,°,Dendrite,0,1,1,100000028,510000000508,
-101.004,°,Dendrite,0,1,1,100000029,510000000530,
-6.60994,°,Dendrite,0,1,1,100000030,510000000541,
-141.953,°,Dendrite,0,1,1,100000031,510000000551,
-3.70694,°,Dendrite,0,1,1,100000032,510000000558,
127.797,°,Dendrite,0,1,1,100000033,510000000565,
105.215,°,Dendrite,0,1,1,100000034,510000000579,
-126.443,°,Dendrite,0,1,1,100000035,510000000651,
-130.069,°,Dendrite,0,1,1,100000036,510000000757,
-125.754,°,Dendrite,0,1,1,100000037,510000000778,
-56.8917,°,Dendrite,0,1,1,100000038,510000000787,
-62.4395,°,Dendrite,0,1,1,100000039,510000000833,
-86.0117,°,Dendrite,0,1,1,100000040,510000000869,
-49.4911,°,Dendrite,0,1,1,100000041,510000000983,
-142.105,°,Dendrite,0,1,1,100000042,510000000996,
-122.309,°,Dendrite,0,1,1,100000043,510000001013,
46.1299,°,Dendrite,0,1,1,100000044,510000001027,
-82.549,°,Dendrite,0,1,1,100000045,510000001048,
-176.76,°,Dendrite,0,1,1,100000046,510000001072,
-174.104,°,Dendrite,0,1,1,100000047,510000001094,
160.189,°,Dendrite,0,1,1,100000048,510000001102,
8.99053,°,Dendrite,0,1,1,100000049,510000001107,
-172.746,°,Dendrite,0,1,1,100000050,510000001114,
-64.3529,°,Dendrite,0,1,1,100000051,510000001129,
-134.345,°,Dendrite,0,1,1,100000052,510000001144,
123.13,°,Dendrite,0,1,1,100000053,510000001165,
177.101,°,Dendrite,0,1,1,100000054,510000001182,
-80.0164,°,Dendrite,0,1,1,100000055,510000001192,
64.5298,°,Dendrite,0,1,1,100000056,510000001222,
23.1379,°,Dendrite,0,1,1,100000057,510000001251,
40.9314,°,Dendrite,0,1,1,100000058,510000001260,
-60.2551,°,Dendrite,0,1,1,100000060,510000001267,
-126.662,°,Dendrite,1,1,1,100000061,510000001274,
145.886,°,Dendrite,1,2,1,100000061,510000001282,
31.1713,°,Dendrite,0,1,1,100000062,510000001289,
67.5676,°,Dendrite,0,1,1,100000063,510000001293,
-45.382,°,Dendrite,0,1,1,100000001,510000001299,
-127.367,°,Dendrite,0,1,1,100000061,510000001300,
